PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Strawberries,4.4,29.8,"=ROUND(B12896*C12896,2)"
Green beans,2.52,7,"=ROUND(B12897*C12897,2)"
Potatoes,0.86,5.4,"=ROUND(B12898*C12898,2)"
Green beans,2.52,26.5,"=ROUND(B12899*C12899,2)"
Beets,1.51,29,"=ROUND(B12900*C12900,2)"
Papaya,1.34,24,"=ROUND(B12901*C12901,2)"
Cherries,9.5,24.6,"=ROUND(B12902*C12902,2)"
Asparagus,2.49,8.9,"=ROUND(B12903*C12903,2)"
Tomatoes,3.16,18,"=ROUND(B12904*C12904,2)"
Bok choy,1.42,38.2,"=ROUND(B12905*C12905,2)"
Carrots,1.26,0.8,"=ROUND(B12906*C12906,2)"
Brussels sprouts,1.65,0.6000000000000001,"=ROUND(B12907*C12907,2)"
Yellow peppers,2.87,20.5,"=ROUND(B12908*C12908,2)"
Grapes,2.63,23.2,"=ROUND(B12909*C12909,2)"
Asparagus,2.49,33.1,"=ROUND(B12910*C12910,2)"
Potatoes,0.86,32.5,"=ROUND(B12911*C12911,2)"
Brussels sprouts,1.65,8.3,"=ROUND(B12912*C12912,2)"
Grapes,2.63,9.200000000000001,"=ROUND(B12913*C12913,2)"
Beets,1.51,34.2,"=ROUND(B12914*C12914,2)"
Lettuce,1.88,16.9,"=ROUND(B12915*C12915,2)"
Cherries,9.5,26.7,"=ROUND(B12916*C12916,2)"
Tomatoes,3.16,13,"=ROUND(B12917*C12917,2)"
Green cabbage,0.8,3.8,"=ROUND(B12918*C12918,2)"
Lettuce,1.88,32.6,"=ROUND(B12919*C12919,2)"
Parsnips,2.27,27.2,"=ROUND(B12920*C12920,2)"
Daikon,1.4,6.5,"=ROUND(B12921*C12921,2)"
Celery,1.19,3.9,"=ROUND(B12922*C12922,2)"
Green peppers,1.89,26.4,"=ROUND(B12923*C12923,2)"
Coconuts,1.18,31,"=ROUND(B12924*C12924,2)"
Butternut squash,1.28,13.4,"=ROUND(B12925*C12925,2)"
Carrots,1.26,1.6,"=ROUND(B12926*C12926,2)"
Lime,1.06,33.5,"=ROUND(B12927*C12927,2)"
Coconuts,1.18,27.3,"=ROUND(B12928*C12928,2)"
Apricots,3.71,19.9,"=ROUND(B12929*C12929,2)"
Brussels sprouts,1.65,31.9,"=ROUND(B12930*C12930,2)"
Bananas,0.86,39.1,"=ROUND(B12931*C12931,2)"
Lime,1.06,31.3,"=ROUND(B12932*C12932,2)"
Parsnips,2.27,13.8,"=ROUND(B12933*C12933,2)"
Watermelon,0.66,29.1,"=ROUND(B12934*C12934,2)"
Grapefruit,0.76,2.6,"=ROUND(B12935*C12935,2)"
Bananas,0.86,16.1,"=ROUND(B12936*C12936,2)"
Tomatoes,3.16,20,"=ROUND(B12937*C12937,2)"
Cherries,9.5,23.7,"=ROUND(B12938*C12938,2)"
Green cabbage,0.8,12.1,"=ROUND(B12939*C12939,2)"
Grapes,2.63,18.2,"=ROUND(B12940*C12940,2)"
Brussels sprouts,1.65,18.7,"=ROUND(B12941*C12941,2)"
Ginger,5.13,28,"=ROUND(B12942*C12942,2)"
Corn,1.07,21.9,"=ROUND(B12943*C12943,2)"
Okra,2.26,37.6,"=ROUND(B12944*C12944,2)"
Potatoes,0.86,37.3,"=ROUND(B12945*C12945,2)"
Potatoes,0.86,7.300000000000001,"=ROUND(B12946*C12946,2)"
Cucumber,1.07,11.4,"=ROUND(B12947*C12947,2)"
Grapefruit,0.76,33.2,"=ROUND(B12948*C12948,2)"
Beets,1.51,9.200000000000001,"=ROUND(B12949*C12949,2)"
Cherries,9.5,35.5,"=ROUND(B12950*C12950,2)"
Strawberries,4.4,2.7,"=ROUND(B12951*C12951,2)"
Corn,1.07,18.8,"=ROUND(B12952*C12952,2)"
Cherries,9.5,17.4,"=ROUND(B12953*C12953,2)"
Okra,2.26,27.6,"=ROUND(B12954*C12954,2)"
Lettuce,1.88,3.2,"=ROUND(B12955*C12955,2)"
Green peppers,1.89,9.5,"=ROUND(B12956*C12956,2)"
Grapefruit,0.76,9.3,"=ROUND(B12957*C12957,2)"
Coconuts,1.18,24.3,"=ROUND(B12958*C12958,2)"
Eggplant,2.32,37.9,"=ROUND(B12959*C12959,2)"
Green beans,2.52,5.4,"=ROUND(B12960*C12960,2)"
Red onion,0.78,33.9,"=ROUND(B12961*C12961,2)"
Orange,1.09,37.4,"=ROUND(B12962*C12962,2)"
Carrots,1.26,15.9,"=ROUND(B12963*C12963,2)"
Kale,5.02,17.9,"=ROUND(B12964*C12964,2)"
Cucumber,1.07,13.7,"=ROUND(B12965*C12965,2)"
Cherries,9.5,15.4,"=ROUND(B12966*C12966,2)"
Tomatoes,3.16,20.1,"=ROUND(B12967*C12967,2)"
Cherries,9.5,11,"=ROUND(B12968*C12968,2)"
Grapes,2.63,26.4,"=ROUND(B12969*C12969,2)"
Green beans,2.52,1,"=ROUND(B12970*C12970,2)"
Tomatoes,3.16,13.6,"=ROUND(B12971*C12971,2)"
Bok choy,1.42,35.2,"=ROUND(B12972*C12972,2)"
Bananas,0.86,14.8,"=ROUND(B12973*C12973,2)"
Strawberries,4.4,38,"=ROUND(B12974*C12974,2)"
Avocados,3.23,20.2,"=ROUND(B12975*C12975,2)"
Daikon,1.4,7.100000000000001,"=ROUND(B12976*C12976,2)"
Potatoes,0.86,18.6,"=ROUND(B12977*C12977,2)"
Grapefruit,0.76,24.4,"=ROUND(B12978*C12978,2)"
Beets,1.51,25.5,"=ROUND(B12979*C12979,2)"
Apples,1.88,9.4,"=ROUND(B12980*C12980,2)"
Asparagus,2.49,18.6,"=ROUND(B12981*C12981,2)"
Yellow peppers,2.87,26.8,"=ROUND(B12982*C12982,2)"
Spinach,4.12,15.6,"=ROUND(B12983*C12983,2)"
Brussels sprouts,1.65,14.4,"=ROUND(B12984*C12984,2)"
Grapefruit,0.76,24.9,"=ROUND(B12985*C12985,2)"
Okra,2.26,26.2,"=ROUND(B12986*C12986,2)"
Beets,1.51,6,"=ROUND(B12987*C12987,2)"
Coconuts,1.18,38.6,"=ROUND(B12988*C12988,2)"
Daikon,1.4,35.9,"=ROUND(B12989*C12989,2)"
Apples,1.88,22.5,"=ROUND(B12990*C12990,2)"
Watermelon,0.66,17.2,"=ROUND(B12991*C12991,2)"
Bananas,0.86,18.7,"=ROUND(B12992*C12992,2)"
Parsnips,2.27,39.2,"=ROUND(B12993*C12993,2)"
Apples,1.88,39.5,"=ROUND(B12994*C12994,2)"
Tomatoes,3.16,9.1,"=ROUND(B12995*C12995,2)"
Brussels sprouts,1.65,3.2,"=ROUND(B12996*C12996,2)"
Okra,2.26,18.1,"=ROUND(B12997*C12997,2)"
Asparagus,2.49,22.3,"=ROUND(B12998*C12998,2)"
Okra,2.26,36.6,"=ROUND(B12999*C12999,2)"
Lemon,1.27,12.1,"=ROUND(B13000*C13000,2)"
Bok choy,1.42,0.7000000000000001,"=ROUND(B13001*C13001,2)"
Garlic,3.07,19.3,"=ROUND(B13002*C13002,2)"
Spinach,4.12,22.5,"=ROUND(B13003*C13003,2)"
Coconuts,1.18,21.5,"=ROUND(B13004*C13004,2)"
Coconuts,1.18,28.3,"=ROUND(B13005*C13005,2)"
Fava beans,2.69,2,"=ROUND(B13006*C13006,2)"
Yellow peppers,2.87,31.5,"=ROUND(B13007*C13007,2)"
Grapes,2.63,14.9,"=ROUND(B13008*C13008,2)"
Green beans,2.52,13.6,"=ROUND(B13009*C13009,2)"
Beets,1.51,39.8,"=ROUND(B13010*C13010,2)"
Daikon,1.4,38.3,"=ROUND(B13011*C13011,2)"
Ginger,5.13,25.4,"=ROUND(B13012*C13012,2)"
Grapes,2.63,14.8,"=ROUND(B13013*C13013,2)"
Lemon,1.27,19.1,"=ROUND(B13014*C13014,2)"
Grapefruit,0.76,19.5,"=ROUND(B13015*C13015,2)"
Carrots,1.26,6.300000000000001,"=ROUND(B13016*C13016,2)"
Green cabbage,0.8,7,"=ROUND(B13017*C13017,2)"
Tomatoes,3.16,1.6,"=ROUND(B13018*C13018,2)"
Green beans,2.52,14.6,"=ROUND(B13019*C13019,2)"
Lime,1.06,12.9,"=ROUND(B13020*C13020,2)"
Orange,1.09,29.7,"=ROUND(B13021*C13021,2)"
Parsnips,2.27,13.9,"=ROUND(B13022*C13022,2)"
Bananas,0.86,5.800000000000001,"=ROUND(B13023*C13023,2)"
Beets,1.51,1,"=ROUND(B13024*C13024,2)"
Asparagus,2.49,18.7,"=ROUND(B13025*C13025,2)"
Bok choy,1.42,11.9,"=ROUND(B13026*C13026,2)"
Papaya,1.34,20.8,"=ROUND(B13027*C13027,2)"
Celery,1.19,38.5,"=ROUND(B13028*C13028,2)"
Carrots,1.26,35.7,"=ROUND(B13029*C13029,2)"
Apples,1.88,24.8,"=ROUND(B13030*C13030,2)"
Ginger,5.13,10,"=ROUND(B13031*C13031,2)"
Garlic,3.07,12,"=ROUND(B13032*C13032,2)"
Beets,1.51,3.5,"=ROUND(B13033*C13033,2)"
Cherries,9.5,21.5,"=ROUND(B13034*C13034,2)"
Green beans,2.52,14.4,"=ROUND(B13035*C13035,2)"
Lettuce,1.88,28.5,"=ROUND(B13036*C13036,2)"
Green peppers,1.89,33.9,"=ROUND(B13037*C13037,2)"
Carrots,1.26,11.9,"=ROUND(B13038*C13038,2)"
Avocados,3.23,37.8,"=ROUND(B13039*C13039,2)"
Eggplant,2.32,5.300000000000001,"=ROUND(B13040*C13040,2)"
Butternut squash,1.28,10,"=ROUND(B13041*C13041,2)"
Cucumber,1.07,38.40000000000001,"=ROUND(B13042*C13042,2)"
Spinach,4.12,11.8,"=ROUND(B13043*C13043,2)"
Ginger,5.13,16.1,"=ROUND(B13044*C13044,2)"
Lettuce,1.88,32.2,"=ROUND(B13045*C13045,2)"
Red onion,0.78,20.5,"=ROUND(B13046*C13046,2)"
Bananas,0.86,9.4,"=ROUND(B13047*C13047,2)"
Green peppers,1.89,3.8,"=ROUND(B13048*C13048,2)"
Celery,1.19,7.5,"=ROUND(B13049*C13049,2)"
Potatoes,0.86,30.2,"=ROUND(B13050*C13050,2)"
Orange,1.09,29.2,"=ROUND(B13051*C13051,2)"
Potatoes,0.86,26,"=ROUND(B13052*C13052,2)"
Fava beans,2.69,32.8,"=ROUND(B13053*C13053,2)"
Green cabbage,0.8,22.1,"=ROUND(B13054*C13054,2)"
Carrots,1.26,17.3,"=ROUND(B13055*C13055,2)"
Lettuce,1.88,13.6,"=ROUND(B13056*C13056,2)"
Lemon,1.27,27.5,"=ROUND(B13057*C13057,2)"
Potatoes,0.86,26.1,"=ROUND(B13058*C13058,2)"
Green beans,2.52,34.6,"=ROUND(B13059*C13059,2)"
Carrots,1.26,7.100000000000001,"=ROUND(B13060*C13060,2)"
Butternut squash,1.28,24.7,"=ROUND(B13061*C13061,2)"
Kale,5.02,27.3,"=ROUND(B13062*C13062,2)"
Apricots,3.71,23.1,"=ROUND(B13063*C13063,2)"
Strawberries,4.4,4.7,"=ROUND(B13064*C13064,2)"
Potatoes,0.86,6.100000000000001,"=ROUND(B13065*C13065,2)"
Bok choy,1.42,32.9,"=ROUND(B13066*C13066,2)"
Tomatoes,3.16,8.700000000000001,"=ROUND(B13067*C13067,2)"
Beets,1.51,31.6,"=ROUND(B13068*C13068,2)"
Apples,1.88,33.5,"=ROUND(B13069*C13069,2)"
Daikon,1.4,14.6,"=ROUND(B13070*C13070,2)"
Lettuce,1.88,13.8,"=ROUND(B13071*C13071,2)"
Grapefruit,0.76,11.8,"=ROUND(B13072*C13072,2)"
Strawberries,4.4,29.4,"=ROUND(B13073*C13073,2)"
Red onion,0.78,30.1,"=ROUND(B13074*C13074,2)"
Apples,1.88,2.9,"=ROUND(B13075*C13075,2)"
Red onion,0.78,32.5,"=ROUND(B13076*C13076,2)"
Kale,5.02,8.700000000000001,"=ROUND(B13077*C13077,2)"
Cucumber,1.07,36.6,"=ROUND(B13078*C13078,2)"
Cherries,9.5,7.7,"=ROUND(B13079*C13079,2)"
Eggplant,2.32,7.300000000000001,"=ROUND(B13080*C13080,2)"
Cherries,9.5,19.1,"=ROUND(B13081*C13081,2)"
Daikon,1.4,12.1,"=ROUND(B13082*C13082,2)"
Avocados,3.23,3.7,"=ROUND(B13083*C13083,2)"
Tomatoes,3.16,11.8,"=ROUND(B13084*C13084,2)"
Red onion,0.78,2.9,"=ROUND(B13085*C13085,2)"
Apples,1.88,27,"=ROUND(B13086*C13086,2)"
Fava beans,2.69,10.7,"=ROUND(B13087*C13087,2)"
Carrots,1.26,16.1,"=ROUND(B13088*C13088,2)"
Orange,1.09,14.3,"=ROUND(B13089*C13089,2)"
Asparagus,2.49,30.4,"=ROUND(B13090*C13090,2)"
Spinach,4.12,12.9,"=ROUND(B13091*C13091,2)"
Parsnips,2.27,18.5,"=ROUND(B13092*C13092,2)"
Tomatoes,3.16,21.4,"=ROUND(B13093*C13093,2)"
Red onion,0.78,39.40000000000001,"=ROUND(B13094*C13094,2)"
Strawberries,4.4,23.9,"=ROUND(B13095*C13095,2)"
Bananas,0.86,10.1,"=ROUND(B13096*C13096,2)"
Papaya,1.34,24.7,"=ROUND(B13097*C13097,2)"
Green cabbage,0.8,29.2,"=ROUND(B13098*C13098,2)"
Corn,1.07,39.3,"=ROUND(B13099*C13099,2)"
Green beans,2.52,23.5,"=ROUND(B13100*C13100,2)"
Green peppers,1.89,28.7,"=ROUND(B13101*C13101,2)"
Red onion,0.78,9,"=ROUND(B13102*C13102,2)"
Butternut squash,1.28,26.3,"=ROUND(B13103*C13103,2)"
Cucumber,1.07,22.5,"=ROUND(B13104*C13104,2)"
Cucumber,1.07,13.6,"=ROUND(B13105*C13105,2)"
Celery,1.19,39.7,"=ROUND(B13106*C13106,2)"
Strawberries,4.4,29.5,"=ROUND(B13107*C13107,2)"
Cucumber,1.07,25.4,"=ROUND(B13108*C13108,2)"
Okra,2.26,32.3,"=ROUND(B13109*C13109,2)"
Ginger,5.13,16.2,"=ROUND(B13110*C13110,2)"
Cucumber,1.07,16.9,"=ROUND(B13111*C13111,2)"
Asparagus,2.49,9.9,"=ROUND(B13112*C13112,2)"
Papaya,1.34,30.6,"=ROUND(B13113*C13113,2)"
Apricots,3.71,6.800000000000001,"=ROUND(B13114*C13114,2)"
Papaya,1.34,16.9,"=ROUND(B13115*C13115,2)"
Corn,1.07,8.8,"=ROUND(B13116*C13116,2)"
Strawberries,4.4,14.3,"=ROUND(B13117*C13117,2)"
Green cabbage,0.8,30.4,"=ROUND(B13118*C13118,2)"
Apricots,3.71,3.9,"=ROUND(B13119*C13119,2)"
Lime,1.06,23.7,"=ROUND(B13120*C13120,2)"
Grapefruit,0.76,25.2,"=ROUND(B13121*C13121,2)"
Lemon,1.27,36.3,"=ROUND(B13122*C13122,2)"
Celery,1.19,30.3,"=ROUND(B13123*C13123,2)"
Bok choy,1.42,20.1,"=ROUND(B13124*C13124,2)"
Strawberries,4.4,35.6,"=ROUND(B13125*C13125,2)"
Strawberries,4.4,7.7,"=ROUND(B13126*C13126,2)"
Asparagus,2.49,16.4,"=ROUND(B13127*C13127,2)"
Grapes,2.63,32.9,"=ROUND(B13128*C13128,2)"
Bananas,0.86,3,"=ROUND(B13129*C13129,2)"
Parsnips,2.27,10.5,"=ROUND(B13130*C13130,2)"
Potatoes,0.86,8.9,"=ROUND(B13131*C13131,2)"
Celery,1.19,26.7,"=ROUND(B13132*C13132,2)"
Grapes,2.63,19.6,"=ROUND(B13133*C13133,2)"
Kale,5.02,15.3,"=ROUND(B13134*C13134,2)"
Spinach,4.12,31.2,"=ROUND(B13135*C13135,2)"
Butternut squash,1.28,19.8,"=ROUND(B13136*C13136,2)"
Orange,1.09,32.4,"=ROUND(B13137*C13137,2)"
Apples,1.88,20.5,"=ROUND(B13138*C13138,2)"
Celery,1.19,0.9,"=ROUND(B13139*C13139,2)"
Grapes,2.63,37.4,"=ROUND(B13140*C13140,2)"
Garlic,3.07,7.2,"=ROUND(B13141*C13141,2)"
Apples,1.88,21.6,"=ROUND(B13142*C13142,2)"
Bananas,0.86,7.600000000000001,"=ROUND(B13143*C13143,2)"
Ginger,5.13,13,"=ROUND(B13144*C13144,2)"
Bok choy,1.42,26.9,"=ROUND(B13145*C13145,2)"
Bananas,0.86,36.2,"=ROUND(B13146*C13146,2)"
Spinach,4.12,4.3,"=ROUND(B13147*C13147,2)"
Bok choy,1.42,19.9,"=ROUND(B13148*C13148,2)"
Asparagus,2.49,7.9,"=ROUND(B13149*C13149,2)"
Green cabbage,0.8,15.3,"=ROUND(B13150*C13150,2)"
Papaya,1.34,12.4,"=ROUND(B13151*C13151,2)"
Green cabbage,0.8,19.6,"=ROUND(B13152*C13152,2)"
Yellow peppers,2.87,2.8,"=ROUND(B13153*C13153,2)"
Carrots,1.26,27.2,"=ROUND(B13154*C13154,2)"
Green cabbage,0.8,26.5,"=ROUND(B13155*C13155,2)"
Butternut squash,1.28,24,"=ROUND(B13156*C13156,2)"
Grapes,2.63,1.1,"=ROUND(B13157*C13157,2)"
Strawberries,4.4,1.7,"=ROUND(B13158*C13158,2)"
Strawberries,4.4,11.2,"=ROUND(B13159*C13159,2)"
Tomatoes,3.16,9.1,"=ROUND(B13160*C13160,2)"
Celery,1.19,7.300000000000001,"=ROUND(B13161*C13161,2)"
Red onion,0.78,38.8,"=ROUND(B13162*C13162,2)"
Ginger,5.13,13.6,"=ROUND(B13163*C13163,2)"
Fava beans,2.69,14.8,"=ROUND(B13164*C13164,2)"
Cherries,9.5,25.9,"=ROUND(B13165*C13165,2)"
Parsnips,2.27,25.3,"=ROUND(B13166*C13166,2)"
Green cabbage,0.8,1.2,"=ROUND(B13167*C13167,2)"
Asparagus,2.49,24.3,"=ROUND(B13168*C13168,2)"
Celery,1.19,18,"=ROUND(B13169*C13169,2)"
Carrots,1.26,22.7,"=ROUND(B13170*C13170,2)"
Orange,1.09,19.3,"=ROUND(B13171*C13171,2)"
Spinach,4.12,15.8,"=ROUND(B13172*C13172,2)"
Fava beans,2.69,27.5,"=ROUND(B13173*C13173,2)"
Carrots,1.26,14.9,"=ROUND(B13174*C13174,2)"
Fava beans,2.69,21,"=ROUND(B13175*C13175,2)"
Lettuce,1.88,32.2,"=ROUND(B13176*C13176,2)"
Cherries,9.5,22.6,"=ROUND(B13177*C13177,2)"
Bananas,0.86,23.1,"=ROUND(B13178*C13178,2)"
Lime,1.06,10.9,"=ROUND(B13179*C13179,2)"
Bok choy,1.42,0.7000000000000001,"=ROUND(B13180*C13180,2)"
Bananas,0.86,19.1,"=ROUND(B13181*C13181,2)"
Potatoes,0.86,32.8,"=ROUND(B13182*C13182,2)"
Asparagus,2.49,12.4,"=ROUND(B13183*C13183,2)"
Avocados,3.23,39.90000000000001,"=ROUND(B13184*C13184,2)"
Corn,1.07,2.6,"=ROUND(B13185*C13185,2)"
Green peppers,1.89,12.8,"=ROUND(B13186*C13186,2)"
Kale,5.02,12.5,"=ROUND(B13187*C13187,2)"
Cucumber,1.07,23.6,"=ROUND(B13188*C13188,2)"
Cucumber,1.07,8.1,"=ROUND(B13189*C13189,2)"
Cucumber,1.07,24.8,"=ROUND(B13190*C13190,2)"
Corn,1.07,33.1,"=ROUND(B13191*C13191,2)"
Strawberries,4.4,28.3,"=ROUND(B13192*C13192,2)"
Celery,1.19,7.100000000000001,"=ROUND(B13193*C13193,2)"
Green cabbage,0.8,28,"=ROUND(B13194*C13194,2)"
Avocados,3.23,7.2,"=ROUND(B13195*C13195,2)"
Asparagus,2.49,3.2,"=ROUND(B13196*C13196,2)"
Corn,1.07,29.5,"=ROUND(B13197*C13197,2)"
Carrots,1.26,13.5,"=ROUND(B13198*C13198,2)"
Grapes,2.63,23.2,"=ROUND(B13199*C13199,2)"
Strawberries,4.4,8.200000000000001,"=ROUND(B13200*C13200,2)"
Garlic,3.07,1.4,"=ROUND(B13201*C13201,2)"
Spinach,4.12,11.9,"=ROUND(B13202*C13202,2)"
Apples,1.88,10.1,"=ROUND(B13203*C13203,2)"
Papaya,1.34,3.3,"=ROUND(B13204*C13204,2)"
Bananas,0.86,23.8,"=ROUND(B13205*C13205,2)"
Cherries,9.5,20.4,"=ROUND(B13206*C13206,2)"
Green peppers,1.89,37.3,"=ROUND(B13207*C13207,2)"
Coconuts,1.18,22.3,"=ROUND(B13208*C13208,2)"
Cherries,9.5,23.1,"=ROUND(B13209*C13209,2)"
Bok choy,1.42,18.9,"=ROUND(B13210*C13210,2)"
Red onion,0.78,1.5,"=ROUND(B13211*C13211,2)"
Garlic,3.07,29.3,"=ROUND(B13212*C13212,2)"
Brussels sprouts,1.65,37.1,"=ROUND(B13213*C13213,2)"
Strawberries,4.4,20.8,"=ROUND(B13214*C13214,2)"
Lime,1.06,3.8,"=ROUND(B13215*C13215,2)"
Brussels sprouts,1.65,23.3,"=ROUND(B13216*C13216,2)"
Lettuce,1.88,21.8,"=ROUND(B13217*C13217,2)"
Grapefruit,0.76,30.4,"=ROUND(B13218*C13218,2)"
Kale,5.02,37,"=ROUND(B13219*C13219,2)"
Green beans,2.52,28,"=ROUND(B13220*C13220,2)"
Apricots,3.71,18.8,"=ROUND(B13221*C13221,2)"
Coconuts,1.18,27,"=ROUND(B13222*C13222,2)"
Lettuce,1.88,36,"=ROUND(B13223*C13223,2)"
Green cabbage,0.8,37.4,"=ROUND(B13224*C13224,2)"
Apricots,3.71,36.8,"=ROUND(B13225*C13225,2)"
Tomatoes,3.16,31,"=ROUND(B13226*C13226,2)"
Apples,1.88,35.6,"=ROUND(B13227*C13227,2)"
Lime,1.06,36.7,"=ROUND(B13228*C13228,2)"
Papaya,1.34,1.8,"=ROUND(B13229*C13229,2)"
Carrots,1.26,26.9,"=ROUND(B13230*C13230,2)"
Bok choy,1.42,13.2,"=ROUND(B13231*C13231,2)"
Green beans,2.52,22.9,"=ROUND(B13232*C13232,2)"
Green cabbage,0.8,27.3,"=ROUND(B13233*C13233,2)"
Strawberries,4.4,12,"=ROUND(B13234*C13234,2)"
Avocados,3.23,2.5,"=ROUND(B13235*C13235,2)"
Green peppers,1.89,29.5,"=ROUND(B13236*C13236,2)"
Beets,1.51,14.8,"=ROUND(B13237*C13237,2)"
Ginger,5.13,21.2,"=ROUND(B13238*C13238,2)"
Eggplant,2.32,36.9,"=ROUND(B13239*C13239,2)"
Green beans,2.52,9.8,"=ROUND(B13240*C13240,2)"
Yellow peppers,2.87,35.5,"=ROUND(B13241*C13241,2)"
Apples,1.88,38.2,"=ROUND(B13242*C13242,2)"
Tomatoes,3.16,39.1,"=ROUND(B13243*C13243,2)"
Watermelon,0.66,39.8,"=ROUND(B13244*C13244,2)"
Potatoes,0.86,20.4,"=ROUND(B13245*C13245,2)"
Fava beans,2.69,23,"=ROUND(B13246*C13246,2)"
Papaya,1.34,6.100000000000001,"=ROUND(B13247*C13247,2)"
Ginger,5.13,36.8,"=ROUND(B13248*C13248,2)"
Bananas,0.86,1.4,"=ROUND(B13249*C13249,2)"
Butternut squash,1.28,27.5,"=ROUND(B13250*C13250,2)"
Parsnips,2.27,19.1,"=ROUND(B13251*C13251,2)"
Daikon,1.4,36.6,"=ROUND(B13252*C13252,2)"
Parsnips,2.27,9.9,"=ROUND(B13253*C13253,2)"
Papaya,1.34,13.5,"=ROUND(B13254*C13254,2)"
Green peppers,1.89,12.1,"=ROUND(B13255*C13255,2)"
Eggplant,2.32,10.7,"=ROUND(B13256*C13256,2)"
Kale,5.02,13.7,"=ROUND(B13257*C13257,2)"
Corn,1.07,26.8,"=ROUND(B13258*C13258,2)"
Eggplant,2.32,22.3,"=ROUND(B13259*C13259,2)"
Avocados,3.23,36.9,"=ROUND(B13260*C13260,2)"
Corn,1.07,30.3,"=ROUND(B13261*C13261,2)"
Green beans,2.52,2.3,"=ROUND(B13262*C13262,2)"
Lime,1.06,38.5,"=ROUND(B13263*C13263,2)"
Tomatoes,3.16,38.3,"=ROUND(B13264*C13264,2)"
Ginger,5.13,26.5,"=ROUND(B13265*C13265,2)"
Green peppers,1.89,13.7,"=ROUND(B13266*C13266,2)"
Apples,1.88,16.3,"=ROUND(B13267*C13267,2)"
Apricots,3.71,28.9,"=ROUND(B13268*C13268,2)"
Red onion,0.78,19.6,"=ROUND(B13269*C13269,2)"
Green cabbage,0.8,36.8,"=ROUND(B13270*C13270,2)"
Bok choy,1.42,10.4,"=ROUND(B13271*C13271,2)"
Parsnips,2.27,32.9,"=ROUND(B13272*C13272,2)"
Cherries,9.5,10.1,"=ROUND(B13273*C13273,2)"
Beets,1.51,14.5,"=ROUND(B13274*C13274,2)"
Parsnips,2.27,14.7,"=ROUND(B13275*C13275,2)"
Red onion,0.78,24.6,"=ROUND(B13276*C13276,2)"
Watermelon,0.66,32.7,"=ROUND(B13277*C13277,2)"
Corn,1.07,35.1,"=ROUND(B13278*C13278,2)"
Watermelon,0.66,24.8,"=ROUND(B13279*C13279,2)"
Ginger,5.13,33.2,"=ROUND(B13280*C13280,2)"
Grapefruit,0.76,16.8,"=ROUND(B13281*C13281,2)"
Green peppers,1.89,25.3,"=ROUND(B13282*C13282,2)"
Strawberries,4.4,12.9,"=ROUND(B13283*C13283,2)"
Watermelon,0.66,11.3,"=ROUND(B13284*C13284,2)"
Spinach,4.12,33.6,"=ROUND(B13285*C13285,2)"
Spinach,4.12,29.9,"=ROUND(B13286*C13286,2)"
Green beans,2.52,6.800000000000001,"=ROUND(B13287*C13287,2)"
Kale,5.02,34.8,"=ROUND(B13288*C13288,2)"
Apricots,3.71,17,"=ROUND(B13289*C13289,2)"
Grapes,2.63,9,"=ROUND(B13290*C13290,2)"
Kale,5.02,22.9,"=ROUND(B13291*C13291,2)"
Lettuce,1.88,32.3,"=ROUND(B13292*C13292,2)"
Eggplant,2.32,12.7,"=ROUND(B13293*C13293,2)"
Asparagus,2.49,22.6,"=ROUND(B13294*C13294,2)"
Yellow peppers,2.87,18.6,"=ROUND(B13295*C13295,2)"
Daikon,1.4,35.4,"=ROUND(B13296*C13296,2)"
Green peppers,1.89,29.9,"=ROUND(B13297*C13297,2)"
Apples,1.88,38,"=ROUND(B13298*C13298,2)"
Potatoes,0.86,9.1,"=ROUND(B13299*C13299,2)"
Eggplant,2.32,10,"=ROUND(B13300*C13300,2)"
Grapes,2.63,22.9,"=ROUND(B13301*C13301,2)"
Fava beans,2.69,22.4,"=ROUND(B13302*C13302,2)"
Spinach,4.12,37.3,"=ROUND(B13303*C13303,2)"
Tomatoes,3.16,11.1,"=ROUND(B13304*C13304,2)"
Celery,1.19,38.8,"=ROUND(B13305*C13305,2)"
Lemon,1.27,25.4,"=ROUND(B13306*C13306,2)"
Lime,1.06,24,"=ROUND(B13307*C13307,2)"
Asparagus,2.49,16.1,"=ROUND(B13308*C13308,2)"
Okra,2.26,26.1,"=ROUND(B13309*C13309,2)"
Cherries,9.5,33.8,"=ROUND(B13310*C13310,2)"
Coconuts,1.18,3.2,"=ROUND(B13311*C13311,2)"
Green beans,2.52,6.9,"=ROUND(B13312*C13312,2)"
Green peppers,1.89,11.3,"=ROUND(B13313*C13313,2)"
Yellow peppers,2.87,2.3,"=ROUND(B13314*C13314,2)"
Beets,1.51,15.6,"=ROUND(B13315*C13315,2)"
Kale,5.02,33.6,"=ROUND(B13316*C13316,2)"
Beets,1.51,10.7,"=ROUND(B13317*C13317,2)"
Red onion,0.78,10.2,"=ROUND(B13318*C13318,2)"
Potatoes,0.86,24,"=ROUND(B13319*C13319,2)"
Cherries,9.5,26,"=ROUND(B13320*C13320,2)"
Strawberries,4.4,30.2,"=ROUND(B13321*C13321,2)"
Okra,2.26,33.3,"=ROUND(B13322*C13322,2)"
Daikon,1.4,28.4,"=ROUND(B13323*C13323,2)"
Okra,2.26,8.4,"=ROUND(B13324*C13324,2)"
